ENST00000450305	ENSG00000223972
ENST00000263245	ENSG00000242247
ENST00000437119	ENSG00000242247
ENST00000337959	ENSG00000100266
ENST00000263246	ENSG00000100266
ENST00000407585	ENSG00000100266
ENST00000403744	ENSG00000100266
ENST00000402229	ENSG00000100266
ENST00000423154	ENSG00000226989
ENST00000266254	ENSG00000100271
ENST00000331018	ENSG00000100271
ENST00000446663	ENSG00000234735
ENST00000216115	ENSG00000100290
ENST00000290429	ENSG00000100294
ENST00000327555	ENSG00000100294
ENST00000337554	ENSG00000100300
ENST00000583777	ENSG00000100300
ENST00000329563	ENSG00000100300
ENST00000396265	ENSG00000100300
ENST00000216129	ENSG00000100304
ENST00000494035	ENSG00000100304
ENST00000360835	ENSG00000159307
ENST00000615096	ENSG00000159307
ENST00000290460	ENSG00000159307
ENST00000450750	ENSG00000236117
ENST00000417669	ENSG00000186732
ENST00000443721	ENSG00000186732
ENST00000396231	ENSG00000186976
ENST00000262726	ENSG00000186976
ENST00000356087	ENSG00000186976
ENST00000419730	ENSG00000233157
ENST00000476875	ENSG00000180150
ENST00000330884	ENSG00000130540
ENST00000597664	ENSG00000100341
ENST00000216177	ENSG00000100341
ENST00000593866	ENSG00000100341
ENST00000381198	ENSG00000100341
ENST00000581142	ENSG00000266837
ENST00000216180	ENSG00000100344
ENST00000423180	ENSG00000100344
ENST00000350028	ENSG00000100347
ENST00000430869	ENSG00000224856
ENST00000406477	ENSG00000188677
ENST00000338758	ENSG00000188677
ENST00000619710	ENSG00000188677
ENST00000404989	ENSG00000188677
ENST00000422871	ENSG00000138964
ENST00000444313	ENSG00000138964
ENST00000415224	ENSG00000138964
ENST00000466375	ENSG00000138964
ENST00000381176	ENSG00000138944
ENST00000406912	ENSG00000220702
ENST00000434327	ENSG00000236079
ENST00000415702	ENSG00000232655
ENST00000423587	ENSG00000228807
ENST00000341255	ENSG00000188636
ENST00000435622	ENSG00000215333
ENST00000605505	ENSG00000187012
ENST00000443783	ENSG00000234300
ENST00000454525	ENSG00000231801
ENST00000611394	ENSG00000186654
ENST00000617066	ENSG00000186654
ENST00000624862	ENSG00000186654
ENST00000006251	ENSG00000186654
ENST00000403581	ENSG00000186654
ENST00000336985	ENSG00000186654
ENST00000361473	ENSG00000248405
ENST00000352766	ENSG00000248405
ENST00000389774	ENSG00000241484
ENST00000336963	ENSG00000241484
ENST00000356099	ENSG00000241484
ENST00000403565	ENSG00000056487
ENST00000396103	ENSG00000056487
ENST00000313237	ENSG00000056487
ENST00000629843	ENSG00000056487
ENST00000456225	ENSG00000223730
ENST00000426282	ENSG00000226328
ENST00000609432	ENSG00000273243
ENST00000347635	ENSG00000093000
ENST00000407019	ENSG00000093000
ENST00000396096	ENSG00000093000
ENST00000336156	ENSG00000100364
ENST00000251993	ENSG00000100364
ENST00000391627	ENSG00000100364
ENST00000496226	ENSG00000100364
ENST00000492273	ENSG00000100364
ENST00000408671	ENSG00000221598
ENST00000609206	ENSG00000273287
ENST00000445867	ENSG00000213752
ENST00000216211	ENSG00000100373
ENST00000396082	ENSG00000100373
ENST00000216214	ENSG00000100376
ENST00000441876	ENSG00000100376
ENST00000405673	ENSG00000100376
ENST00000357450	ENSG00000077935
ENST00000404354	ENSG00000077935
ENST00000614167	ENSG00000128408
ENST00000402984	ENSG00000077942
ENST00000262722	ENSG00000077942
ENST00000327858	ENSG00000077942
ENST00000442170	ENSG00000077942
ENST00000340923	ENSG00000077942
ENST00000381061	ENSG00000130638
ENST00000252934	ENSG00000130638
ENST00000640901	ENSG00000130638
ENST00000402380	ENSG00000130638
ENST00000585261	ENSG00000264160
ENST00000438230	ENSG00000235347
ENST00000451118	ENSG00000235091
ENST00000339464	ENSG00000188064
ENST00000409496	ENSG00000188064
ENST00000410089	ENSG00000188064
ENST00000410058	ENSG00000188064
ENST00000578136	ENSG00000265610
ENST00000608290	ENSG00000273145
ENST00000396008	ENSG00000182257
ENST00000435439	ENSG00000197182
ENST00000360737	ENSG00000197182
ENST00000439423	ENSG00000231010
ENST00000412643	ENSG00000235159
ENST00000579667	ENSG00000266533
ENST00000362116	ENSG00000198986
ENST00000581461	ENSG00000264147
ENST00000385140	ENSG00000207875
ENST00000262735	ENSG00000186951
ENST00000407236	ENSG00000186951
ENST00000402126	ENSG00000186951
ENST00000404583	ENSG00000205643
ENST00000314567	ENSG00000205643
ENST00000404744	ENSG00000205643
ENST00000253255	ENSG00000130943
ENST00000381031	ENSG00000075234
ENST00000629918	ENSG00000075234
ENST00000623117	ENSG00000277232
ENST00000454366	ENSG00000075218
ENST00000290846	ENSG00000100416
ENST00000381019	ENSG00000100416
ENST00000262738	ENSG00000075275
ENST00000447383	ENSG00000230634
ENST00000406902	ENSG00000075240
ENST00000361034	ENSG00000075240
ENST00000408031	ENSG00000075240
ENST00000216264	ENSG00000100422
ENST00000380995	ENSG00000054611
ENST00000337137	ENSG00000054611
ENST00000407381	ENSG00000054611
ENST00000355704	ENSG00000054611
ENST00000406733	ENSG00000054611
ENST00000408745	ENSG00000221672
ENST00000434707	ENSG00000224715
ENST00000405369	ENSG00000218357
ENST00000380990	ENSG00000205634
ENST00000423737	ENSG00000224271
ENST00000413815	ENSG00000232897
ENST00000449941	ENSG00000230345
ENST00000623760	ENSG00000279712
ENST00000457518	ENSG00000235154
ENST00000624219	ENSG00000278890
ENST00000414483	ENSG00000238192
ENST00000446364	ENSG00000229275
ENST00000578320	ENSG00000266508
ENST00000453866	ENSG00000233179
ENST00000402357	ENSG00000219438
ENST00000358295	ENSG00000219438
ENST00000406880	ENSG00000219438
ENST00000580946	ENSG00000266887
ENST00000516103	ENSG00000251912
ENST00000380981	ENSG00000205632
ENST00000433284	ENSG00000226142
ENST00000623446	ENSG00000280199
ENST00000414287	ENSG00000188511
ENST00000343999	ENSG00000188511
ENST00000405854	ENSG00000188511
ENST00000625038	ENSG00000280224
ENST00000623197	ENSG00000279597
ENST00000581025	ENSG00000264139
ENST00000391625	ENSG00000212939
ENST00000393264	ENSG00000213279
ENST00000447372	ENSG00000226954
ENST00000398869	ENSG00000214727
ENST00000216267	ENSG00000100425
ENST00000404034	ENSG00000100425
ENST00000404760	ENSG00000100425
ENST00000457780	ENSG00000100425
ENST00000444011	ENSG00000236867
ENST00000565177	ENSG00000260613
ENST00000422315	ENSG00000229409
ENST00000624617	ENSG00000279494
ENST00000216268	ENSG00000100426
ENST00000330817	ENSG00000182858
ENST00000610245	ENSG00000273192
ENST00000404488	ENSG00000184164
ENST00000328268	ENSG00000184164
ENST00000407217	ENSG00000184164
ENST00000403427	ENSG00000184164
ENST00000623759	ENSG00000278869
ENST00000360612	ENSG00000198355
ENST00000341280	ENSG00000188263
ENST00000389983	ENSG00000188263
ENST00000266182	ENSG00000138892
ENST00000395876	ENSG00000100427
ENST00000311597	ENSG00000100427
ENST00000545383	ENSG00000073146
ENST00000262794	ENSG00000073146
ENST00000395858	ENSG00000073146
ENST00000540615	ENSG00000073146
ENST00000395852	ENSG00000073146
ENST00000354853	ENSG00000073146
ENST00000159647	ENSG00000073150
ENST00000395842	ENSG00000073150
ENST00000380909	ENSG00000170638
ENST00000303434	ENSG00000170638
ENST00000395827	ENSG00000170638
ENST00000395829	ENSG00000170638
ENST00000611222	ENSG00000073169
ENST00000380903	ENSG00000073169
ENST00000248846	ENSG00000128159
ENST00000439308	ENSG00000128159
ENST00000216271	ENSG00000100429
ENST00000626012	ENSG00000100429
ENST00000448072	ENSG00000100429
ENST00000349505	ENSG00000100429
ENST00000395780	ENSG00000188130
ENST00000622558	ENSG00000188130
ENST00000215659	ENSG00000188130
ENST00000395778	ENSG00000188130
ENST00000330651	ENSG00000185386
ENST00000610984	ENSG00000196576
ENST00000359337	ENSG00000196576
ENST00000449103	ENSG00000196576
ENST00000614805	ENSG00000196576
ENST00000595015	ENSG00000268427
ENST00000413817	ENSG00000205593
ENST00000359139	ENSG00000100239
ENST00000612753	ENSG00000100239
ENST00000395741	ENSG00000100239
ENST00000395744	ENSG00000100239
ENST00000216061	ENSG00000100239
ENST00000380817	ENSG00000100241
ENST00000348911	ENSG00000100241
ENST00000395738	ENSG00000128165
ENST00000395737	ENSG00000128165
ENST00000395733	ENSG00000100253
ENST00000216075	ENSG00000100253
ENST00000395732	ENSG00000100253
ENST00000474879	ENSG00000100258
ENST00000216080	ENSG00000100258
ENST00000420993	ENSG00000025770
ENST00000395698	ENSG00000025770
ENST00000395701	ENSG00000025770
ENST00000299821	ENSG00000025770
ENST00000395693	ENSG00000130489
ENST00000252785	ENSG00000130489
ENST00000535425	ENSG00000284194
ENST00000543927	ENSG00000284194
ENST00000395680	ENSG00000025708
ENST00000395681	ENSG00000025708
ENST00000252029	ENSG00000025708
ENST00000395678	ENSG00000025708
ENST00000401779	ENSG00000177989
ENST00000329363	ENSG00000177989
ENST00000403326	ENSG00000177989
ENST00000405135	ENSG00000177989
ENST00000428989	ENSG00000177989
ENST00000609178	ENSG00000272666
ENST00000609268	ENSG00000273272
ENST00000395676	ENSG00000130487
ENST00000406915	ENSG00000217442
ENST00000402753	ENSG00000217442
ENST00000405237	ENSG00000205560
ENST00000312108	ENSG00000205560
ENST00000395650	ENSG00000205560
ENST00000360719	ENSG00000205560
ENST00000457250	ENSG00000205560
ENST00000453634	ENSG00000254413
ENST00000406938	ENSG00000100288
ENST00000609758	ENSG00000272940
ENST00000329492	ENSG00000008735
ENST00000356098	ENSG00000100299
ENST00000216124	ENSG00000100299
ENST00000395621	ENSG00000100299
ENST00000453344	ENSG00000100299
ENST00000395619	ENSG00000100299
ENST00000445220	ENSG00000251322
ENST00000262795	ENSG00000251322
ENST00000216139	ENSG00000100312
ENST00000529621	ENSG00000100312
ENST00000395613	ENSG00000213683
ENST00000427528	ENSG00000184319
ENST00000435118	ENSG00000079974
ENST00000354869	ENSG00000079974
ENST00000395593	ENSG00000079974
ENST00000395598	ENSG00000079974
ENST00000395591	ENSG00000079974
ENST00000395595	ENSG00000079974
ENST00000395590	ENSG00000079974
ENST00000431238	ENSG00000228572
ENST00000399012	ENSG00000182378
ENST00000381657	ENSG00000182378
ENST00000381663	ENSG00000182378
ENST00000326153	ENSG00000178605
ENST00000390665	ENSG00000167393
ENST00000627627	ENSG00000280767
ENST00000577553	ENSG00000266731
ENST00000452144	ENSG00000234958
ENST00000431919	ENSG00000229232
ENST00000381578	ENSG00000185960
ENST00000334060	ENSG00000185960
ENST00000554971	ENSG00000185960
ENST00000381575	ENSG00000185960
ENST00000420865	ENSG00000237531
ENST00000436474	ENSG00000225661
ENST00000381566	ENSG00000205755
ENST00000400841	ENSG00000205755
ENST00000381567	ENSG00000205755
ENST00000381529	ENSG00000198223
ENST00000501036	ENSG00000198223
ENST00000417535	ENSG00000198223
ENST00000381524	ENSG00000198223
ENST00000432318	ENSG00000198223
ENST00000381509	ENSG00000198223
ENST00000494969	ENSG00000198223
ENST00000355805	ENSG00000198223
ENST00000355432	ENSG00000198223
ENST00000381500	ENSG00000198223
ENST00000581137	ENSG00000264510
ENST00000580687	ENSG00000264819
ENST00000578699	ENSG00000263980
ENST00000580266	ENSG00000265658
ENST00000583047	ENSG00000263835
ENST00000331035	ENSG00000185291
ENST00000381469	ENSG00000185291
ENST00000381401	ENSG00000169100
ENST00000434938	ENSG00000236871
ENST00000430235	ENSG00000236871
ENST00000534940	ENSG00000169093
ENST00000381317	ENSG00000169093
ENST00000381333	ENSG00000169093
ENST00000381297	ENSG00000182162
ENST00000313871	ENSG00000197976
ENST00000381261	ENSG00000197976
ENST00000381241	ENSG00000196433
ENST00000381229	ENSG00000196433
ENST00000381233	ENSG00000196433
ENST00000427886	ENSG00000223511
ENST00000432272	ENSG00000223511
ENST00000453953	ENSG00000234622
ENST00000334651	ENSG00000169084
ENST00000381222	ENSG00000214717
ENST00000381223	ENSG00000214717
ENST00000381218	ENSG00000214717
ENST00000527459	ENSG00000223773
ENST00000445785	ENSG00000230542
ENST00000381192	ENSG00000002586
ENST00000611428	ENSG00000002586
ENST00000381187	ENSG00000002586
ENST00000381184	ENSG00000002586
ENST00000624481	ENSG00000002586
ENST00000381180	ENSG00000002586
ENST00000381174	ENSG00000124343
ENST00000419513	ENSG00000124343
ENST00000398806	ENSG00000056998
ENST00000381163	ENSG00000056998
ENST00000353656	ENSG00000056998
ENST00000639373	ENSG00000056998
ENST00000381154	ENSG00000006756
ENST00000545496	ENSG00000157399
ENST00000540563	ENSG00000157399
ENST00000381134	ENSG00000157399
ENST00000381130	ENSG00000205667
ENST00000381127	ENSG00000062096
ENST00000359361	ENSG00000062096
ENST00000443851	ENSG00000230249
ENST00000457435	ENSG00000228459
ENST00000217939	ENSG00000101825
ENST00000439462	ENSG00000213487
ENST00000262848	ENSG00000183943
ENST00000329806	ENSG00000182888
ENST00000425492	ENSG00000205664
ENST00000471090	ENSG00000205664
ENST00000486571	ENSG00000205664
ENST00000490920	ENSG00000205664
ENST00000381108	ENSG00000234449
ENST00000438107	ENSG00000234449
ENST00000424415	ENSG00000205663
ENST00000381106	ENSG00000205663
ENST00000381105	ENSG00000205662
ENST00000427883	ENSG00000225722
ENST00000584731	ENSG00000264861
ENST00000420725	ENSG00000236513
ENST00000410902	ENSG00000222834
ENST00000428247	ENSG00000235039
ENST00000440559	ENSG00000226313
ENST00000434972	ENSG00000238193
ENST00000444185	ENSG00000236120
ENST00000422914	ENSG00000236120
ENST00000381095	ENSG00000146938
ENST00000381093	ENSG00000146938
ENST00000275857	ENSG00000146938
ENST00000538097	ENSG00000146938
ENST00000381092	ENSG00000146938
ENST00000579149	ENSG00000265284
ENST00000437297	ENSG00000237730
ENST00000381089	ENSG00000169059
ENST00000612369	ENSG00000169059
ENST00000398729	ENSG00000169059
ENST00000438499	ENSG00000231217
ENST00000463344	ENSG00000237490
ENST00000381077	ENSG00000130021
ENST00000412827	ENSG00000130021
ENST00000424830	ENSG00000130021
ENST00000540122	ENSG00000130021
ENST00000447553	ENSG00000228550
ENST00000582827	ENSG00000264268
ENST00000217961	ENSG00000101846
ENST00000381059	ENSG00000182583
ENST00000620630	ENSG00000182583
ENST00000341408	ENSG00000182583
ENST00000616145	ENSG00000274923
ENST00000381042	ENSG00000006757
ENST00000537427	ENSG00000006757
ENST00000444736	ENSG00000006757
ENST00000422160	ENSG00000230394
ENST00000384896	ENSG00000207628
ENST00000317103	ENSG00000177504
ENST00000453306	ENSG00000205642
ENST00000381032	ENSG00000205642
ENST00000444481	ENSG00000205642
ENST00000381029	ENSG00000205642
ENST00000262648	ENSG00000011201
ENST00000437611	ENSG00000225574
ENST00000543214	ENSG00000183304
ENST00000381003	ENSG00000183304
ENST00000422795	ENSG00000231619
ENST00000440430	ENSG00000229012
ENST00000436419	ENSG00000225271
ENST00000362066	ENSG00000177138
ENST00000428477	ENSG00000177138
ENST00000327220	ENSG00000177138
ENST00000434191	ENSG00000219870
ENST00000432442	ENSG00000228543
ENST00000416620	ENSG00000232111
ENST00000633785	ENSG00000282306
ENST00000631601	ENSG00000282501
ENST00000631952	ENSG00000282358
ENST00000633241	ENSG00000282668
ENST00000631993	ENSG00000282299
ENST00000633298	ENSG00000282697
ENST00000632688	ENSG00000282222
ENST00000631611	ENSG00000281955
ENST00000631903	ENSG00000281941
ENST00000632293	ENSG00000282300
ENST00000424279	ENSG00000101849
ENST00000407597	ENSG00000101849
ENST00000380961	ENSG00000101849
ENST00000217964	ENSG00000101849
ENST00000467482	ENSG00000101850
ENST00000380913	ENSG00000146950
ENST00000418909	ENSG00000146950
ENST00000400019	ENSG00000215319
ENST00000432945	ENSG00000230326
ENST00000445307	ENSG00000234469
ENST00000380861	ENSG00000047644
ENST00000421085	ENSG00000073464
ENST00000380833	ENSG00000073464
ENST00000380829	ENSG00000073464
ENST00000410201	ENSG00000222133
ENST00000454113	ENSG00000227042
ENST00000317552	ENSG00000101871
ENST00000453318	ENSG00000101871
ENST00000380779	ENSG00000101871
ENST00000380780	ENSG00000101871
ENST00000380785	ENSG00000101871
ENST00000380787	ENSG00000101871
ENST00000380782	ENSG00000101871
ENST00000616003	ENSG00000101871
ENST00000610939	ENSG00000101871
ENST00000608176	ENSG00000234129
ENST00000608576	ENSG00000234129
ENST00000321143	ENSG00000004961
ENST00000380763	ENSG00000004961
ENST00000380762	ENSG00000004961
ENST00000380736	ENSG00000047648
ENST00000303025	ENSG00000047648
ENST00000337414	ENSG00000047648
ENST00000380718	ENSG00000047648
ENST00000615678	ENSG00000275194
ENST00000348912	ENSG00000125363
ENST00000380714	ENSG00000125363
ENST00000380712	ENSG00000125363
ENST00000580117	ENSG00000263652
ENST00000446186	ENSG00000232392
ENST00000634846	ENSG00000282840
ENST00000422830	ENSG00000223418
ENST00000361672	ENSG00000005302
ENST00000312196	ENSG00000005302
ENST00000337339	ENSG00000005302
ENST00000398527	ENSG00000005302
ENST00000380693	ENSG00000005302
ENST00000380682	ENSG00000169933
ENST00000616992	ENSG00000169933
ENST00000516302	ENSG00000252111
ENST00000443728	ENSG00000231211
ENST00000619728	ENSG00000273800
ENST00000380668	ENSG00000101911
ENST00000398491	ENSG00000101911
ENST00000489404	ENSG00000101911
ENST00000457574	ENSG00000229083
ENST00000453682	ENSG00000230691
ENST00000380659	ENSG00000196664
ENST00000218032	ENSG00000101916
ENST00000311912	ENSG00000101916
ENST00000451311	ENSG00000205542
ENST00000380636	ENSG00000205542
ENST00000380635	ENSG00000205542
ENST00000380633	ENSG00000205542
ENST00000542843	ENSG00000187268
ENST00000380625	ENSG00000187268
ENST00000333995	ENSG00000187268
ENST00000568788	ENSG00000261030
ENST00000412485	ENSG00000235385
ENST00000380622	ENSG00000123594
ENST00000622204	ENSG00000123594
ENST00000458400	ENSG00000235592
ENST00000419566	ENSG00000226985
ENST00000456091	ENSG00000226985
ENST00000446964	ENSG00000226434
ENST00000388829	ENSG00000197582
ENST00000361306	ENSG00000198759
ENST00000380602	ENSG00000198759
ENST00000457129	ENSG00000233357
ENST00000380600	ENSG00000176896
ENST00000544987	ENSG00000176896
ENST00000464506	ENSG00000123595
ENST00000618931	ENSG00000123595
ENST00000359680	ENSG00000196459
ENST00000380579	ENSG00000196459
ENST00000458511	ENSG00000196459
ENST00000519885	ENSG00000196459
ENST00000340096	ENSG00000046651
ENST00000380567	ENSG00000046651
ENST00000380550	ENSG00000046651
ENST00000398395	ENSG00000046651
ENST00000316715	ENSG00000046653
ENST00000454189	ENSG00000046653
ENST00000493677	ENSG00000046653
ENST00000355135	ENSG00000046653
ENST00000356942	ENSG00000046653
ENST00000398361	ENSG00000046653
ENST00000448948	ENSG00000233535
ENST00000391359	ENSG00000212663
ENST00000380523	ENSG00000046647
ENST00000398355	ENSG00000046647
ENST00000582836	ENSG00000264331
ENST00000411687	ENSG00000233247
ENST00000443437	ENSG00000101958
ENST00000218075	ENSG00000101958
ENST00000355020	ENSG00000101958
ENST00000408351	ENSG00000221278
ENST00000453156	ENSG00000231066
ENST00000398334	ENSG00000181544
ENST00000324138	ENSG00000181544
ENST00000380492	ENSG00000130150
ENST00000482354	ENSG00000130150
ENST00000497603	ENSG00000130150
ENST00000448018	ENSG00000235929
ENST00000444401	ENSG00000236929
ENST00000380483	ENSG00000102048
ENST00000380485	ENSG00000102048
ENST00000380488	ENSG00000102048
ENST00000546332	ENSG00000102048
ENST00000380470	ENSG00000165192
ENST00000344384	ENSG00000165192
ENST00000480796	ENSG00000165192
ENST00000333590	ENSG00000165195
ENST00000542278	ENSG00000165195
ENST00000637296	ENSG00000165195
ENST00000634582	ENSG00000165195
ENST00000482148	ENSG00000165195
ENST00000297904	ENSG00000165197
ENST00000380420	ENSG00000087842
ENST00000380421	ENSG00000087842
ENST00000357607	ENSG00000102010
ENST00000348343	ENSG00000102010
ENST00000342014	ENSG00000102010
ENST00000252519	ENSG00000130234
